Unnamed: 0,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
1248.0,306946.0,noise,22.30689789349727,Gurgaon,"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",random,"Cyber Hub, DLF Cyber City, Gurgaon",126.30215511497221,28.4952079,"Continental, American, Italian, Seafood, North Indian, Cafe",2000.0,Indian Rupees(Rs.),No,No,No,No,1.9589299288708726,2.386987240617715,Green,Very Good,1840.0
1249.0,18289242.0,Cyber Hub Social,1.0,Gurgaon,nan,unknown,"Cyber Hub, DLF Cyber City, Gurgaon",77.088508,28.4939356,"Continental, American, Asian, North Indian",1500.0,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,4.3,Green,Very Good,716.0
1250.0,18277030.0,Delifrance - The France Cafe Bakery,1.0,Gurgaon,"Building 10, Tower B,  Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08856095,28.49427139,"Cafe, Bakery, Desserts",800.0,Indian Rupees(Rs.),nan,Yes,unknown,random,3.1952727418344002,4.0,Green,Very Good,7854.23850887146
1251.0,306153.0,Dhaba By Claridges,71.65445623033855,Gurgaon,"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",nan,nan,30.676432061468944,28.4953871,North Indian,2000.0,Indian Rupees(Rs.),nan,Yes,No,noise,4.0,4.0,Green,Very Good,1658.0
1252.0,308022.0,Farzi Cafe,69.1917455651248,Gurgaon,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4952079,random,2200.0,Indian Rupees(Rs.),No,No,No,No,4.0,4.3,Green,Very Good,4385.0
1253.0,305905.0,Hard Rock Cafe,1.0,noise,"Unit 4/5/104/105, R Block, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088508,28.4949217,"Mediterranean, Mexican, North Indian, American",2500.0,random,Yes,No,No,unknown,4.0,4.1,Green,Very Good,1949.0
1254.0,18245277.0,Instapizza,1.0,Gurgaon,noise,"Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0882383,25.781659623427103,"Pizza, Fast Food",900.0,nan,Yes,Yes,noise,No,2.0,4.0,Green,Very Good,219.0
1255.0,305670.0,Made In Punjab,1.0,Gurgaon,"6-7, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City",noise,77.088598,28.4951096,"North Indian, Mughlai",1500.0,Indian Rupees(Rs.),unknown,No,No,No,3.0,4.0,Green,Very Good,1595.0
1256.0,305815.0,Nando's,1.0,Gurgaon,random,"Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0888677,7.486550410701248,nan,22616.34329524984,Indian Rupees(Rs.),Yes,Yes,No,No,3.947186356737906,4.0,Green,noise,1730.0
1257.0,18208920.0,Quaff,151.7440778361031,Gurgaon,"Tower B, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",nan,"Cyber Hub, DLF Cyber City, Gurgaon",77.0880651,28.4944224,"American, Italian, Chinese",1750.0,unknown,Yes,No,No,No,3.0,4.1,Green,nan,35.84471709378958
1258.0,306046.0,SodaBottleOpenerWala,1.0,Gurgaon,"3, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City",noise,77.088508,28.494832,noise,1300.0,Indian Rupees(Rs.),No,No,No,No,3.0,4.0,Green,Very Good,2843.0
1259.0,18381226.0,The Grill Mill,1.0,Gurgaon,"Unit 1A, Ground Floor, Building 10, Tower C, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0884689,28.4940704,"North Indian, Continental, Asian",1500.0,Indian Rupees(Rs.),Yes,No,No,random,3.0,4.0,Green,nan,209.0
1260.0,4992.0,Knight Rider,1.0,Gurgaon,"Near DLF Phase 2 Rapid Metro Station, DLF Cyber City, Gurgaon",unknown,"DLF Cyber City, Gurgaon",77.0933407,28.4877882,"North Indian, Continental",1200.0,nan,unknown,No,No,No,3.0,3.1,Orange,Average,185.0
1261.0,300749.0,Chaayos,85.49386981299678,Gurgaon,nan,unknown,"DLF Cyber City, Gurgaon",77.0921049,-38.736210319657665,"Cafe, Tea",400.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.8,Yellow,Good,4112.4934561401815
1262.0,278.0,random,1.0,Gurgaon,"Premises 2G, Building 10, Tower A, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.0875639,28.4942482,Chinese,557985.7885758312,Indian Rupees(Rs.),No,No,No,noise,3.0,3.8,Yellow,Good,333.0
2353.148300232288,225.0,Domino's Pizza,1.0,Gurgaon,"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",noise,"DLF Cyber City, Gurgaon",77.0890476,28.4945253,noise,700.0,Indian Rupees(Rs.),noise,nan,No,noise,2.604966293836814,2.4,Red,Poor,125.0
1264.0,18337929.0,Indigo Delicatessen,81.58200978037182,Gurgaon,"UGF/B/2C, Building 10B, DLF Cyber Hub, Gurgaon, DLF Cyber City, Gurgaon",nan,"DLF Cyber City, Gurgaon",77.0884181,28.4940166,"European, Continental",1800.0,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,3.2655626030929237,Green,Very Good,205.0
1265.0,5960.0,Escape Terrace Bar Kitchen,1.0,noise,random,"DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0822133,53.803029838182525,unknown,1700.0,Indian Rupees(Rs.),noise,No,No,No,3.0,3.4,Orange,Average,3284.3674186170215
1266.0,1664.0,Kwaliti,1.0,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",-41.649412720074764,28.4672902,"North Indian, Chinese, Fast Food",700.0,Indian Rupees(Rs.),random,Yes,No,No,3.431350974440952,3.3,Orange,Average,129.0
1267.0,5863285.022630921,Subway,1.0,Gurgaon,"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0814039,28.4676142,nan,280643.33239898225,Indian Rupees(Rs.),No,No,No,unknown,2.0,2.5,Orange,Average,125.0
1268.0,18235155.0,Burger Point,1.0,noise,unknown,"DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4672524,"Burger, Fast Food",300.0,Indian Rupees(Rs.),No,Yes,No,unknown,1.0,3.8,Yellow,Good,74.0
1269.0,5684060.459810279,Chaat Chowk,1.0,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",-128.1515490097793,32.88132208907403,Street Food,350.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.7,Yellow,Good,217.0
1270.0,13653873.62172429,Chef Style,1.0,unknown,"SF 89-81, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4673798,"North Indian, Mughlai",700.0,Indian Rupees(Rs.),Yes,Yes,nan,nan,2.0,3.8,Yellow,Good,239.0
1271.0,310854.0,Delhicacy,1.0,Gurgaon,"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4",unknown,162.11371200908644,28.4674317,"Street Food, Fast Food, North Indian",350.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.8,Yellow,Good,317.0
1272.0,18247015.0,Dimsum & Co.,1.0,unknown,unknown,"DLF Galleria, DLF Phase 4",unknown,28.217838398357287,28.4674661,nan,650.0,Indian Rupees(Rs.),unknown,Yes,No,No,2.0,3.9,Yellow,Good,7128.312674966438
1273.0,309387.0,unknown,1.0,Gurgaon,"SF-008, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.467504,"Pizza, Fast Food",422096.1388470179,Indian Rupees(Rs.),Yes,nan,No,No,2.0,3.6,Yellow,Good,426.0
1274.0,1272027.970935848,random,1.0,Gurgaon,"22, DLF Galleria, DLF Phase 4, Gurgaon",unknown,"DLF Galleria, DLF Phase 4, Gurgaon",77.0824381,28.4671309,"Bakery, Desserts, Fast Food",400.0,Indian Rupees(Rs.),No,unknown,No,No,1.0,3.8,Yellow,Good,196.0
1275.0,1455.0,Lazeez Food,1.0,Gurgaon,"SF-124 & SG - 48, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.081314,28.4670676,"Mughlai, North Indian",59171.55304441737,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.5,unknown,Good,173.0
3772.9759175873173,18241867.0,Le Marche Sugar & Spice Cafe,1.0,random,"105, Ground Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4",nan,77.0812241,28.4675073,"Cafe, Italian, Fast Food",700.0,Indian Rupees(Rs.),No,nan,No,unknown,2.0,3.5,Yellow,nan,52.0
1277.0,308889.0,The Breakfast Club,1.0,Gurgaon,"SF-35, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0819435,28.4671282,"Continental, North Indian",500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.5,nan,Good,457.11004670631604
1278.0,4620.0,Sugar & Spice - Le Marche,1.0,noise,"SG-84 & 85, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",-138.36629364586904,28.4671487,"Bakery, Fast Food",800.0,Indian Rupees(Rs.),No,No,unknown,No,2.0,2.4,Red,Poor,88.0
7998.409332448289,9554454.900484279,Crudo Juicery,1.0,Gurgaon,unknown,"DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0819435,12.784273559579127,"Beverages, Salad",400.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,4.3,Green,Very Good,154.0
1280.0,311718.0,Fork with Stick,1.0,Gurgaon,random,unknown,"DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4674317,random,800.0,unknown,Yes,random,No,No,2.0,4.0,random,Very Good,169.0
1281.0,18255106.0,Uptown Fresh Beer Cafe,1.0,noise,"106, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0812241,28.4675073,"Finger Food, North Indian, Italian, European, Continental",2500.0,Indian Rupees(Rs.),No,No,No,No,4.0,4.1,Green,Very Good,8536.099551319528
1282.0,4876.0,Barista,1.0,noise,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",-155.09170894986624,28.47582155,Cafe,650.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.2,noise,Average,18.0
1283.0,631.0,Cafe Coffee Day,85.19438133850205,Gurgaon,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09359512,-38.12443686888066,unknown,450.0,Indian Rupees(Rs.),No,No,No,No,1.5803606072801646,2.6,Orange,Average,27.0
7980.254190070814,13905343.938826112,Domino's Pizza,1.0,Gurgaon,random,"DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",46.62389821671496,28.47577587,random,232382.89401974343,Indian Rupees(Rs.),noise,No,No,No,2.0,2.8,Orange,unknown,30.0
1285.0,16644038.184153637,Italiano,89.37886357438634,Gurgaon,"7, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09323503,28.47573225,noise,1500.0,Indian Rupees(Rs.),No,No,No,No,3.0,3.0,Orange,Average,49.0
2449.8635069269153,3540.0,McDonald's,1.0,Gurgaon,unknown,"DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09302582,28.47586163,"Fast Food, Burger",500.0,Indian Rupees(Rs.),random,No,random,No,2.0,4.0883875356133705,Orange,Average,30.0
1287.0,311579.0,Parantha Gurus,1.0,Gurgaon,random,nan,"DLF Mega Mall, DLF Phase 1, Gurgaon",-122.60692193995206,28.47574493,North Indian,500.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.3,Orange,Average,27.0
1288.0,11457828.343397588,Pizza Hut Delivery,158.21643528969975,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",nan,"DLF Mega Mall, DLF Phase 1, Gurgaon",77.09333964,22.429507289688686,"Italian, Pizza, Fast Food",800.0,Indian Rupees(Rs.),unknown,Yes,No,No,2.0,2.8,Orange,Average,29.0
1289.0,18391156.0,Sibang Bakery,1.0,noise,"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09336612,55.913057248960385,"Bakery, Desserts, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,13.0
1290.0,301319.0,Sonya Bakery Cafe,1.0,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",unknown,77.093094,19.76262436855346,"Bakery, Desserts, Beverages",350.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,20.0
7288.605133055039,158.0,Subway,76.52452882781537,unknown,random,"DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09308684,28.47568922,"American, Fast Food, Salad, Healthy Food",500.0,Indian Rupees(Rs.),noise,No,No,No,2.0,3.1,Orange,Average,46.0
1292.0,1360.0,noise,1.0,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09311534,28.4756627,"Biryani, North Indian",600.0,Indian Rupees(Rs.),No,Yes,No,nan,2.0,2.5,Orange,nan,69.0
1293.0,310737.0,7 Barrel Brew Pub,150.4963227801488,Gurgaon,"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",noise,85.84678671074568,28.4761926,"North Indian, Continental, Chinese, Japanese, Italian, Thai",2000.0,Indian Rupees(Rs.),Yes,Yes,No,No,4.0,3.9,Yellow,Good,490.0
1294.0,4762.0,unknown,1.0,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09319044,28.47567184,"Chinese, Thai",800.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.5,Yellow,Good,112.0
1295.0,311736.0,Baskin Robbins,1.0,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.0930171,28.4757632,Ice Cream,300.0,Indian Rupees(Rs.),No,No,No,No,3.9624459786211332,0.0,White,Not rated,3.0
1296.0,311116.0,unknown,1.0,Gurgaon,"MS-44, Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09351432,41.69768742627757,"American, Fast Food, Burger",500.0,Indian Rupees(Rs.),No,Yes,No,nan,2.0,2.2,Red,Poor,73.0
1297.0,3483.0,nan,1.0,Gurgaon,"DLF Phase 1, Gurgaon",nan,"DLF Phase 1, Gurgaon",77.1002873,41.174985016146806,"Burmese, Chinese, Thai",800.0,random,No,No,No,No,2.0,3.4,Orange,Average,65.0
1298.0,18308025.0,Drinks Come True,1.0,Gurgaon,"B-5/8, Near Qutab Plaza, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",154.09349524449306,27.30907451261946,nan,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.5117713861964298,Orange,Average,9.0
1299.0,307272.0,Eat All Nite,107.92843965062842,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0935886,28.4726847,"North Indian, Chinese, Fast Food",800.0,Indian Rupees(Rs.),No,Yes,No,random,1.3620923018693083,3.2,Orange,noise,184.0
1300.0,14640304.543321555,Frontier,1.0,Gurgaon,unknown,random,"DLF Phase 1, Gurgaon",77.0997478,28.4660588,noise,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.9,Orange,unknown,4.0
1301.0,18454285.0,GenY Cuisines,1.0,Gurgaon,"A-55/2, Near DLF Mega Mall, DLF Phase 1, Gurgaon",nan,"DLF Phase 1, Gurgaon",77.0922847,28.4733215,"Chinese, Mexican, Fast Food, Continental",250.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.3290612864274225,Orange,Average,4.0
1302.0,18100981.06433805,K Raga's,1.0,Gurgaon,"A-55/12, Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",-128.57218548006543,-40.72258801895261,"North Indian, Mughlai",600.0,Indian Rupees(Rs.),No,No,No,noise,2.0,2.9,Orange,Average,5.0
5092.812713817208,308605.0,Kangri,99.7279330245419,Gurgaon,"A Block, DLF Phase 1, Gurgaon",DLF Phase 1,noise,77.07935278,21.219784229415595,Kashmiri,750.0,Indian Rupees(Rs.),No,No,unknown,noise,2.0,0.6697428924992144,Orange,Average,84.0
1304.0,18422652.0,Makhmali Kebabs,1.0,Gurgaon,"Arjun Marg Market, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",-56.5701885617586,28.4661053,Mughlai,550.0,random,noise,No,No,No,2.0,3.2,Orange,Average,10.0
1305.0,18131568.0,Masala Ville,1.0,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0984902,28.471636,"North Indian, Mughlai",650.0,unknown,No,No,No,No,2.0,3.2,Orange,nan,15.0
1306.0,18034048.0,nan,152.16309300410205,unknown,"DLF Phase 1, Gurgaon",DLF Phase 1,random,77.0993882,28.4693415,"Chinese, North Indian",650.0,Indian Rupees(Rs.),No,No,nan,No,2.0,3.1,Orange,Average,12.0
1307.0,18138457.0,nan,1.0,random,"Pillar No. 12, Opposite Sikanderpur Rapid Metro Station,DLF Phase 1 Road",DLF Phase 1,"DLF Phase 1, Gurgaon",2.8562545929831913,28.481301,"North Indian, Mughlai, Fast Food",700.0,Indian Rupees(Rs.),No,No,nan,No,3.692915594403958,2.9,Orange,Average,35.0
1308.0,2923175.9487968865,noise,1.0,Gurgaon,"2020, Main Road, Near Union Bank, Saraswati Vihar, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0948286,28.48187686,nan,200.0,Indian Rupees(Rs.),No,No,No,No,2.0932284225607254,2.9,random,Average,4.0
1309.0,11508303.070349589,Subway,1.0,Gurgaon,"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4657898,"American, Fast Food, Salad, Healthy Food",500.0,Indian Rupees(Rs.),No,Yes,No,No,1.009786260919878,2.8,Orange,Average,54.0
1310.0,312523.0,The Rolling Pin Bakery,1.0,Gurgaon,noise,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0983092,28.4679828,Bakery,500.0,Indian Rupees(Rs.),No,unknown,No,random,2.0,3.1,Orange,Average,10.0
1311.0,18424575.0,Weird Time Food,1.0,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",-64.58912595446026,28.477689,"Continental, Fast Food",600.0,Indian Rupees(Rs.),No,Yes,nan,random,3.2608422606346155,3.1,Orange,Average,9532.955376487176
1312.0,18204463.0,Twigly,1.0,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0923421,28.4803156,random,179627.871579246,Indian Rupees(Rs.),No,unknown,No,No,2.0,4.6,Dark Green,Excellent,395.0
1313.0,307627.0,Asian Haus,1.0,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,nan,77.1003687,28.4778418,random,1500.0,noise,No,Yes,No,No,3.0,3.9,Yellow,Good,360.0
1314.0,301302.0,Beyond Breads,1.0,random,"Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,nan,77.0922847,28.4733215,"Bakery, Desserts",200.0,Indian Rupees(Rs.),No,Yes,No,unknown,1.0,3.8,Yellow,Good,326.0
1315.0,312995.0,Biryani By Kilo,1.0,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",noise,unknown,77.1002873,28.4780345,"Biryani, Mughlai",700.0,Indian Rupees(Rs.),No,Yes,No,noise,2.0,3.9,unknown,Good,403.0
1316.0,308577.0,Captain Grub,1.0,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4660588,"American, Fast Food",1000.0,Indian Rupees(Rs.),No,Yes,No,No,3.0,3.8,Yellow,Good,1791.137824681143
1317.0,313376.0,Pita Pit,1.0,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,random,77.1002873,28.4778552,"Healthy Food, Salad",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.5,Yellow,random,56.0
1318.0,4707293.348003327,Rawleaf,1.0,Gurgaon,noise,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0957016,28.4694359,"Healthy Food, Salad",700.0,Indian Rupees(Rs.),unknown,unknown,No,No,2.0,3.6,Yellow,Good,38.0
8303.53861462313,310385.0,Sushi Haus,1.0,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",unknown,"DLF Phase 1, Gurgaon",77.1003772,28.4778638,random,1300.0,nan,No,nan,No,No,3.3432095327178617,3.8,Yellow,Good,9750.582555120222
1320.0,18464003.0,Eggzellent,58.92268621588252,Gurgaon,noise,DLF Phase 1,"DLF Phase 1, Gurgaon",77.10031841,28.47773187,Fast Food,250.0,unknown,No,Yes,No,No,1.0,0.0,nan,Not rated,7200.952216435861
1321.0,18349915.0,High On Tea,1.0,Gurgaon,random,DLF Phase 1,"DLF Phase 1, Gurgaon",3.296901289707307,28.47580623,"Cafe, Tea",400.0,nan,No,noise,No,No,1.0,0.0,nan,Not rated,1244.4158677274895
1322.0,18299228.0,Sona Bridge Hotel,1.0,Gurgaon,"F-9/14, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1,28.47,Chinese,400.0,Indian Rupees(Rs.),No,No,No,random,1.0,0.0,noise,Not rated,2.0
1323.0,18034074.0,unknown,188.86531560499762,Gurgaon,"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,nan,77.0988037,28.4661923,"Fast Food, Chinese",199408.3314645831,Indian Rupees(Rs.),noise,No,nan,No,1.0,0.0,White,Not rated,1.0
1324.0,311080.0,random,1.0,Gurgaon,random,DLF Phase 2,nan,77.0860801,30.453335268810775,unknown,525725.8213510249,random,No,Yes,No,No,2.0,2.1476764114545706,Yellow,Good,299.0
1325.0,18462603.0,Ashoka Snacks Corner,1.0,Gurgaon,"Opposite 15 Dakshin Marg, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.0860056,28.4828445,"Street Food, Chinese, North Indian",400.0,Indian Rupees(Rs.),No,No,No,random,1.0,0.0,White,Not rated,0.0
1326.0,18481295.0,nan,1.0,Gurgaon,"N4/19,  N-Block, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",0.0,0.0,noise,300.0,Indian Rupees(Rs.),random,nan,No,unknown,1.5285137058698048,0.0,White,Not rated,0.0
1327.0,18472765.0,Corp Kitchen,65.15418558534871,Gurgaon,"J 10/7, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.08986362,28.48211622,"North Indian, Chinese, Continental",600.0,Indian Rupees(Rs.),unknown,No,random,random,2.0,0.0,White,noise,0.0
1328.0,18499452.0,Good Food,109.4511321860553,Gurgaon,"DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",0.0,0.0,Healthy Food,200.0,Indian Rupees(Rs.),No,No,unknown,noise,1.0,0.0,noise,Not rated,0.0
1329.0,18500652.0,Mahek By Greenz,1.0,Gurgaon,"A 201, Belvedere Towers, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",0.0,0.0,North Indian,400.0,Indian Rupees(Rs.),No,No,No,No,1.7557213493059778,0.0,White,nan,0.0
1330.0,18361580.0,Pao King,1.0,Gurgaon,"K-13/3, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.0826144,-38.877990150338604,Street Food,200.0,unknown,No,No,No,No,1.0,0.0,nan,Not rated,2323.3941792147284
4744.634405390533,18417487.0,Prabhat Fast Food Corner,1.0,nan,"Opposite Plot 14, Sector 18, Near DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.0843715,28.490311,"Chinese, North Indian",200.0,Indian Rupees(Rs.),No,No,nan,unknown,1.0,2.5599921627806426,White,noise,1.0
1332.0,18462605.0,Shama Chicken Corner,1.0,Gurgaon,random,DLF Phase 2,nan,77.0860801,-17.072029838961132,Mughlai,300.0,Indian Rupees(Rs.),noise,No,No,unknown,1.0,0.0,White,Not rated,0.0
1333.0,5026137.813166389,noise,1.0,nan,"M 9, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.082573,28.4904966,"Fast Food, North Indian, Beverages",155718.71358310335,Indian Rupees(Rs.),noise,No,No,No,2.0,0.0,White,Not rated,4737.055701900127
1334.0,3565.0,nan,30.938896251463294,Gurgaon,nan,DLF Phase 3,"DLF Phase 3, Gurgaon",77.0942076,-0.9534435186490953,noise,350.0,random,No,Yes,No,No,1.0,3.615529515356216,Orange,nan,16.0
7023.370787537709,18367364.0,Anandum,1.0,random,"S 31/1, Main Road, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",59.0124341519101,28.486136,South Indian,400.0,noise,No,No,No,No,1.0,3.2,Orange,unknown,13.0
1336.0,1028.0,Apni Rasoi,1.0,Gurgaon,"U 1/52-53, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0936335,28.4912907,"North Indian, Chinese",400.0,unknown,No,Yes,No,unknown,1.0,3.0,noise,Average,160.0
1337.0,308673.0,Banke Bihari Bhojanalay,1.0,nan,"U-8/26, DLF Phase 3, Gurgaon",DLF Phase 3,unknown,-96.85460308636564,-37.41549425568573,noise,200.0,Indian Rupees(Rs.),nan,No,No,No,1.0,2.6,Orange,Average,36.0
